Product_ID,Product_Name,Size,Packaging_Quantity,Purchase_Price,GST_Percentage,Landed_Cost,Selling_Price,Customer_ID,Customer_Type,City,State,Order_ID,Order_Date,Sales_Channel,Quantity_Sold,Current_Stock,Restock_Priority,Delivery_Status
P010,Food Container,1000ML,1500,3.8,18,4.48,5.72,C091,New,Aurangabad,Maharashtra,O00484,2025-03-05,Distributor,979,4038,6,In Transit
P008,Food Container,500ML,1500,2.79,18,3.29,4.03,C155,New,Mumbai,Maharashtra,O00485,2025-11-14,Distributor,1964,4732,4,On Time
P017,Round Container,500ML,1500,2.49,18,2.94,4.29,C011,New,Indore,Madhya Pradesh,O00486,2025-01-12,Distributor,1168,2201,1,Delayed
P016,Square Box,750ML,1000,3.15,18,3.72,4.68,C106,Returning,Aurangabad,Maharashtra,O00487,2025-09-05,Distributor,337,2148,3,In Transit
P007,Meal Box,750ML,1500,3.13,18,3.69,4.94,C119,New,Pune,Maharashtra,O00488,2025-09-12,Distributor,1267,628,5,In Transit
P007,Meal Box,750ML,2000,3.32,18,3.92,5.32,C129,New,Mumbai,Maharashtra,O00489,2025-10-04,Direct,341,2172,3,On Time
P002,Hinged Box,375ML,1500,2.13,18,2.51,3.38,C117,New,Ahmedabad,Gujarat,O00490,2025-09-25,Direct,1552,3290,5,In Transit
P002,Hinged Box,375ML,2000,2.41,18,2.84,3.64,C193,Returning,Hyderabad,Telangana,O00491,2025-08-23,Direct,1563,291,4,In Transit
P008,Food Container,500ML,1000,2.09,18,2.47,3.72,C045,New,Indore,Madhya Pradesh,O00492,2025-06-30,Direct,1405,4886,6,Delayed
P011,Storage Box,750ML,2000,3.21,18,3.79,5.46,C035,Returning,Bangalore,Karnataka,O00493,2025-06-11,Direct,848,1336,5,In Transit
P010,Food Container,1000ML,1000,3.59,18,4.24,5.28,C178,New,Bangalore,Karnataka,O00494,2025-09-30,Direct,108,4661,4,On Time
P017,Round Container,500ML,2000,2.85,18,3.36,4.62,C147,New,Mumbai,Maharashtra,O00495,2025-01-03,Distributor,1013,1093,1,Delayed
P017,Round Container,500ML,1000,2.23,18,2.63,3.96,C001,Returning,Nashik,Maharashtra,O00496,2025-05-29,Direct,1009,1777,3,On Time
P005,Hinged Box,1000ML,1500,3.36,18,3.96,5.46,C183,Returning,Ahmedabad,Gujarat,O00497,2025-11-10,Direct,568,761,4,On Time
P013,Sauce Box,250ML,500,1.45,18,1.71,2.53,C083,Returning,Hyderabad,Telangana,O00498,2025-06-12,Distributor,1036,3883,1,In Transit
P011,Storage Box,750ML,500,2.69,18,3.17,4.29,C023,Returning,Hyderabad,Telangana,O00499,2025-04-02,Distributor,146,1851,4,Delayed
P009,Food Container,750ML,1500,2.72,18,3.21,4.81,C008,New,Indore,Madhya Pradesh,O00500,2025-10-14,Direct,740,585,6,In Transit
P019,Takeaway Box,750ML,1500,3.47,18,4.09,5.33,C045,Returning,Nagpur,Maharashtra,O00501,2025-02-19,Distributor,877,2576,6,In Transit
P019,Takeaway Box,750ML,1500,3.68,18,4.34,5.33,C029,New,Hyderabad,Telangana,O00502,2025-11-19,Direct,900,3938,4,In Transit
P012,Storage Box,1000ML,500,3.13,18,3.69,5.06,C134,Returning,Nashik,Maharashtra,O00503,2025-07-23,Direct,1065,4565,2,On Time
P003,Hinged Box,500ML,1500,2.58,18,3.04,3.9,C116,New,Delhi,Delhi,O00504,2025-06-06,Direct,651,4320,1,Delayed
P007,Meal Box,750ML,2000,3.53,18,4.17,5.32,C156,New,Bangalore,Karnataka,O00505,2025-01-16,Direct,81,3738,2,In Transit
P010,Food Container,1000ML,1500,3.25,18,3.83,5.72,C177,Returning,Ahmedabad,Gujarat,O00506,2025-09-16,Distributor,1079,1729,6,In Transit
P013,Sauce Box,250ML,1500,1.75,18,2.06,2.99,C119,New,Aurangabad,Maharashtra,O00507,2025-09-14,Direct,149,2456,2,Delayed
P019,Takeaway Box,750ML,1000,3.2,18,3.78,4.92,C185,Returning,Nashik,Maharashtra,O00508,2025-06-24,Direct,1199,1979,1,In Transit
P012,Storage Box,1000ML,500,3.01,18,3.55,5.06,C103,Returning,Mumbai,Maharashtra,O00509,2025-06-17,Direct,400,3749,2,In Transit
P010,Food Container,1000ML,500,2.94,18,3.47,4.84,C145,Returning,Hyderabad,Telangana,O00510,2025-10-14,Distributor,1054,1841,5,Delayed
P010,Food Container,1000ML,2000,4.23,18,4.99,6.16,C116,Returning,Delhi,Delhi,O00511,2025-05-07,Direct,1020,1702,1,In Transit
P008,Food Container,500ML,500,2.33,18,2.75,3.41,C020,New,Nagpur,Maharashtra,O00512,2025-06-09,Distributor,414,4460,3,Delayed
P008,Food Container,500ML,2000,2.71,18,3.2,4.34,C113,New,Mumbai,Maharashtra,O00513,2025-09-23,Direct,1896,1776,2,On Time
P008,Food Container,500ML,1500,2.56,18,3.02,4.03,C134,Returning,Ahmedabad,Gujarat,O00514,2025-10-23,Direct,547,262,2,In Transit
P015,Square Box,500ML,2000,2.66,18,3.14,4.48,C143,New,Hyderabad,Telangana,O00515,2025-10-25,Direct,1246,416,4,On Time
P008,Food Container,500ML,1500,2.74,18,3.23,4.03,C154,New,Ahmedabad,Gujarat,O00516,2025-11-05,Distributor,1823,2196,6,Delayed
P010,Food Container,1000ML,1500,3.41,18,4.02,5.72,C181,New,Mumbai,Maharashtra,O00517,2025-09-21,Direct,451,1906,5,On Time
P015,Square Box,500ML,1000,2.17,18,2.56,3.84,C008,Returning,Pune,Maharashtra,O00518,2025-06-05,Distributor,1664,4429,6,Delayed
P016,Square Box,750ML,1000,2.65,18,3.13,4.68,C104,New,Aurangabad,Maharashtra,O00519,2025-05-19,Distributor,1726,4674,5,On Time
P010,Food Container,1000ML,500,3.15,18,3.72,4.84,C199,New,Delhi,Delhi,O00520,2025-04-02,Distributor,704,901,5,On Time
P009,Food Container,750ML,500,2.28,18,2.69,4.07,C200,Returning,Mumbai,Maharashtra,O00521,2025-07-24,Distributor,581,2281,5,On Time
P010,Food Container,1000ML,1500,3.59,18,4.24,5.72,C132,Returning,Nagpur,Maharashtra,O00522,2025-01-22,Distributor,1839,617,2,In Transit
P016,Square Box,750ML,1000,2.92,18,3.45,4.68,C019,New,Aurangabad,Maharashtra,O00523,2025-03-29,Distributor,1677,1175,5,On Time
P005,Hinged Box,1000ML,1500,3.09,18,3.65,5.46,C025,New,Bangalore,Karnataka,O00524,2025-11-23,Distributor,754,1143,4,In Transit
P020,Takeaway Box,1000ML,500,3.03,18,3.58,5.28,C027,Returning,Ahmedabad,Gujarat,O00525,2025-06-04,Direct,973,1330,3,On Time
P005,Hinged Box,1000ML,2000,3.36,18,3.96,5.88,C161,Returning,Nashik,Maharashtra,O00526,2025-07-30,Distributor,1757,83,1,On Time
P002,Hinged Box,375ML,1000,2.11,18,2.49,3.12,C099,New,Delhi,Delhi,O00527,2025-11-12,Distributor,1914,585,5,In Transit
P005,Hinged Box,1000ML,1000,2.89,18,3.41,5.04,C130,Returning,Ahmedabad,Gujarat,O00528,2025-08-11,Distributor,787,4787,1,On Time
P015,Square Box,500ML,1000,2.34,18,2.76,3.84,C059,Returning,Delhi,Delhi,O00529,2025-05-10,Direct,887,2626,6,On Time
P004,Hinged Box,750ML,1500,3.22,18,3.8,4.68,C125,Returning,Nashik,Maharashtra,O00530,2025-06-08,Direct,663,1700,6,Delayed
P010,Food Container,1000ML,1500,3.89,18,4.59,5.72,C112,New,Bangalore,Karnataka,O00531,2025-05-30,Distributor,928,4860,5,In Transit
P020,Takeaway Box,1000ML,1500,4.0,18,4.72,6.24,C184,Returning,Ahmedabad,Gujarat,O00532,2025-02-09,Direct,1081,4067,4,On Time
P008,Food Container,500ML,1500,2.4,18,2.83,4.03,C168,Returning,Indore,Madhya Pradesh,O00533,2025-04-05,Direct,179,134,3,In Transit
P016,Square Box,750ML,500,2.48,18,2.93,4.29,C188,Returning,Nashik,Maharashtra,O00534,2025-02-25,Direct,667,1080,3,Delayed
P003,Hinged Box,500ML,1500,2.37,18,2.8,3.9,C170,Returning,Ahmedabad,Gujarat,O00535,2025-05-06,Direct,1971,314,6,On Time
P012,Storage Box,1000ML,1000,3.67,18,4.33,5.52,C119,Returning,Delhi,Delhi,O00536,2025-04-19,Direct,267,1723,4,Delayed
P001,Hinged Box,250ML,1500,1.67,18,1.97,2.86,C062,Returning,Pune,Maharashtra,O00537,2025-10-30,Distributor,1225,2915,2,In Transit
P003,Hinged Box,500ML,1000,2.12,18,2.5,3.6,C100,New,Nagpur,Maharashtra,O00538,2025-08-28,Direct,1202,973,4,In Transit
P013,Sauce Box,250ML,1000,1.64,18,1.94,2.76,C119,New,Indore,Madhya Pradesh,O00539,2025-08-28,Direct,100,4030,4,In Transit
P014,Sauce Box,375ML,1500,2.37,18,2.8,3.51,C134,Returning,Ahmedabad,Gujarat,O00540,2025-10-18,Direct,146,1625,3,In Transit
P005,Hinged Box,1000ML,1500,3.21,18,3.79,5.46,C200,New,Mumbai,Maharashtra,O00541,2025-10-04,Distributor,956,2132,1,Delayed
P013,Sauce Box,250ML,1500,1.7,18,2.01,2.99,C165,New,Nagpur,Maharashtra,O00542,2025-09-19,Direct,110,2298,1,On Time
P015,Square Box,500ML,1500,2.78,18,3.28,4.16,C089,Returning,Aurangabad,Maharashtra,O00543,2025-06-03,Direct,766,4247,2,In Transit
P018,Round Container,750ML,2000,3.16,18,3.73,5.6,C188,New,Ahmedabad,Gujarat,O00544,2025-06-06,Direct,276,2825,1,On Time
P007,Meal Box,750ML,500,2.33,18,2.75,4.18,C038,New,Delhi,Delhi,O00545,2025-04-14,Distributor,854,1495,5,On Time
P014,Sauce Box,375ML,2000,2.37,18,2.8,3.78,C126,Returning,Bangalore,Karnataka,O00546,2025-12-08,Distributor,471,3444,1,Delayed
P016,Square Box,750ML,2000,3.5,18,4.13,5.46,C111,Returning,Nagpur,Maharashtra,O00547,2025-03-26,Distributor,1581,394,1,On Time
P006,Meal Box,500ML,1500,2.81,18,3.32,4.16,C187,New,Ahmedabad,Gujarat,O00548,2025-09-03,Distributor,1561,3874,4,On Time
P007,Meal Box,750ML,1000,2.79,18,3.29,4.56,C070,Returning,Bangalore,Karnataka,O00549,2025-05-12,Direct,662,1868,2,On Time
P012,Storage Box,1000ML,1500,4.15,18,4.9,5.98,C101,New,Hyderabad,Telangana,O00550,2025-07-10,Distributor,1419,4418,3,In Transit
P003,Hinged Box,500ML,500,2.24,18,2.64,3.3,C050,New,Indore,Madhya Pradesh,O00551,2025-07-25,Direct,1794,3090,4,Delayed
P008,Food Container,500ML,1500,2.8,18,3.3,4.03,C198,Returning,Nashik,Maharashtra,O00552,2025-10-08,Direct,1688,1051,5,In Transit
P003,Hinged Box,500ML,1000,2.04,18,2.41,3.6,C045,Returning,Nagpur,Maharashtra,O00553,2025-02-28,Direct,1895,564,6,In Transit
P017,Round Container,500ML,1500,2.8,18,3.3,4.29,C133,New,Delhi,Delhi,O00554,2025-12-28,Distributor,1266,3657,2,In Transit
P019,Takeaway Box,750ML,1000,3.27,18,3.86,4.92,C168,New,Delhi,Delhi,O00555,2025-12-27,Direct,505,767,6,Delayed
P011,Storage Box,750ML,1500,3.28,18,3.87,5.07,C056,New,Nagpur,Maharashtra,O00556,2025-07-24,Direct,695,80,5,In Transit
P017,Round Container,500ML,2000,3.02,18,3.56,4.62,C061,New,Delhi,Delhi,O00557,2025-05-19,Distributor,1671,2334,1,On Time
P014,Sauce Box,375ML,1500,2.27,18,2.68,3.51,C153,Returning,Delhi,Delhi,O00558,2025-02-17,Direct,1456,2536,3,Delayed
P006,Meal Box,500ML,1500,2.64,18,3.12,4.16,C004,Returning,Hyderabad,Telangana,O00559,2025-11-24,Distributor,483,3576,3,On Time
P006,Meal Box,500ML,2000,2.73,18,3.22,4.48,C098,New,Nashik,Maharashtra,O00560,2025-11-27,Direct,460,1004,2,On Time
P002,Hinged Box,375ML,1500,2.27,18,2.68,3.38,C098,Returning,Mumbai,Maharashtra,O00561,2025-03-21,Direct,536,2390,1,On Time
P016,Square Box,750ML,2000,3.42,18,4.04,5.46,C050,New,Mumbai,Maharashtra,O00562,2025-06-17,Distributor,765,926,6,Delayed
P019,Takeaway Box,750ML,500,2.58,18,3.04,4.51,C044,Returning,Bangalore,Karnataka,O00563,2025-09-24,Direct,1114,2459,5,On Time
P019,Takeaway Box,750ML,500,3.0,18,3.54,4.51,C008,Returning,Mumbai,Maharashtra,O00564,2025-04-22,Direct,538,1544,3,In Transit
P017,Round Container,500ML,500,2.37,18,2.8,3.63,C192,Returning,Bangalore,Karnataka,O00565,2025-03-24,Direct,185,2637,3,In Transit
P001,Hinged Box,250ML,500,1.52,18,1.79,2.42,C096,New,Indore,Madhya Pradesh,O00566,2025-02-01,Distributor,547,2584,5,Delayed
P009,Food Container,750ML,1000,2.74,18,3.23,4.44,C187,New,Aurangabad,Maharashtra,O00567,2025-03-27,Direct,681,3843,6,Delayed
P019,Takeaway Box,750ML,1500,3.01,18,3.55,5.33,C077,New,Bangalore,Karnataka,O00568,2025-12-05,Direct,667,3662,1,On Time
P010,Food Container,1000ML,1500,3.65,18,4.31,5.72,C074,Returning,Bangalore,Karnataka,O00569,2025-10-20,Distributor,1301,3170,2,On Time
P017,Round Container,500ML,1500,2.69,18,3.17,4.29,C122,Returning,Mumbai,Maharashtra,O00570,2025-09-14,Distributor,482,1173,5,On Time
P003,Hinged Box,500ML,2000,2.45,18,2.89,4.2,C007,New,Pune,Maharashtra,O00571,2025-10-25,Distributor,124,4818,1,Delayed
P016,Square Box,750ML,500,2.64,18,3.12,4.29,C070,Returning,Indore,Madhya Pradesh,O00572,2025-04-13,Distributor,1012,4103,5,On Time
P005,Hinged Box,1000ML,2000,3.54,18,4.18,5.88,C071,Returning,Aurangabad,Maharashtra,O00573,2025-01-05,Distributor,883,1097,1,On Time
P008,Food Container,500ML,2000,2.62,18,3.09,4.34,C154,Returning,Mumbai,Maharashtra,O00574,2025-08-24,Direct,110,2847,1,Delayed
P018,Round Container,750ML,1000,2.78,18,3.28,4.8,C078,Returning,Nagpur,Maharashtra,O00575,2025-08-20,Distributor,1387,2080,4,On Time
P001,Hinged Box,250ML,1500,1.92,18,2.27,2.86,C028,Returning,Nagpur,Maharashtra,O00576,2025-06-19,Direct,1754,1732,3,In Transit
P003,Hinged Box,500ML,1000,2.2,18,2.6,3.6,C023,New,Hyderabad,Telangana,O00577,2025-02-16,Direct,1421,4455,6,In Transit
P004,Hinged Box,750ML,1500,3.24,18,3.82,4.68,C045,Returning,Pune,Maharashtra,O00578,2025-05-06,Distributor,764,3086,5,In Transit
P016,Square Box,750ML,1500,3.01,18,3.55,5.07,C057,New,Nashik,Maharashtra,O00579,2025-02-17,Distributor,1911,338,4,Delayed
P019,Takeaway Box,750ML,2000,3.83,18,4.52,5.74,C099,Returning,Delhi,Delhi,O00580,2025-07-22,Distributor,1919,382,2,In Transit
P017,Round Container,500ML,2000,2.73,18,3.22,4.62,C167,Returning,Indore,Madhya Pradesh,O00581,2025-07-22,Direct,67,4949,3,On Time
P012,Storage Box,1000ML,500,3.52,18,4.15,5.06,C016,New,Nagpur,Maharashtra,O00582,2025-05-01,Direct,882,1985,6,On Time
P013,Sauce Box,250ML,1500,1.93,18,2.28,2.99,C061,Returning,Mumbai,Maharashtra,O00583,2025-12-29,Distributor,1033,3767,2,On Time
P002,Hinged Box,375ML,2000,2.04,18,2.41,3.64,C005,Returning,Bangalore,Karnataka,O00584,2025-11-23,Direct,559,3124,1,On Time
P019,Takeaway Box,750ML,2000,3.67,18,4.33,5.74,C037,Returning,Aurangabad,Maharashtra,O00585,2025-12-22,Distributor,1523,2989,5,In Transit
P010,Food Container,1000ML,1000,3.16,18,3.73,5.28,C019,New,Pune,Maharashtra,O00586,2025-06-23,Direct,1894,3527,3,Delayed
P014,Sauce Box,375ML,1500,2.34,18,2.76,3.51,C015,New,Pune,Maharashtra,O00587,2025-01-14,Direct,549,4423,6,In Transit
P016,Square Box,750ML,2000,3.16,18,3.73,5.46,C091,New,Mumbai,Maharashtra,O00588,2025-08-24,Distributor,386,401,2,On Time
P016,Square Box,750ML,1000,2.6,18,3.07,4.68,C087,Returning,Mumbai,Maharashtra,O00589,2025-11-21,Distributor,755,119,1,In Transit
P001,Hinged Box,250ML,1000,1.76,18,2.08,2.64,C073,Returning,Nagpur,Maharashtra,O00590,2025-04-23,Direct,1377,901,6,Delayed
P008,Food Container,500ML,2000,2.57,18,3.03,4.34,C026,Returning,Hyderabad,Telangana,O00591,2025-12-08,Distributor,1666,2626,6,On Time
P012,Storage Box,1000ML,500,3.39,18,4.0,5.06,C076,New,Pune,Maharashtra,O00592,2025-10-07,Direct,1427,2717,1,In Transit
P003,Hinged Box,500ML,2000,2.57,18,3.03,4.2,C146,New,Ahmedabad,Gujarat,O00593,2025-02-17,Direct,1346,1190,1,On Time
P012,Storage Box,1000ML,500,3.38,18,3.99,5.06,C038,New,Indore,Madhya Pradesh,O00594,2025-05-27,Direct,579,1358,1,On Time
P002,Hinged Box,375ML,500,1.74,18,2.05,2.86,C041,Returning,Ahmedabad,Gujarat,O00595,2025-10-20,Distributor,1692,2450,5,Delayed
P011,Storage Box,750ML,2000,3.53,18,4.17,5.46,C039,New,Hyderabad,Telangana,O00596,2025-03-15,Direct,1001,664,5,In Transit
P008,Food Container,500ML,500,1.95,18,2.3,3.41,C156,New,Bangalore,Karnataka,O00597,2025-08-24,Distributor,64,1430,2,On Time
P004,Hinged Box,750ML,500,2.75,18,3.24,3.96,C095,Returning,Hyderabad,Telangana,O00598,2025-10-12,Distributor,809,3842,5,In Transit
P018,Round Container,750ML,500,3.08,18,3.63,4.4,C108,New,Ahmedabad,Gujarat,O00599,2025-11-08,Distributor,665,1724,3,Delayed
P002,Hinged Box,375ML,2000,2.16,18,2.55,3.64,C020,New,Hyderabad,Telangana,O00600,2025-02-12,Distributor,924,389,3,On Time
P003,Hinged Box,500ML,1500,2.5,18,2.95,3.9,C194,Returning,Nagpur,Maharashtra,O00601,2025-03-15,Distributor,547,3390,4,Delayed
P009,Food Container,750ML,2000,3.19,18,3.76,5.18,C099,Returning,Mumbai,Maharashtra,O00602,2025-04-11,Distributor,1818,645,1,Delayed
P014,Sauce Box,375ML,1000,1.89,18,2.23,3.24,C077,New,Nagpur,Maharashtra,O00603,2025-10-17,Distributor,286,872,3,Delayed
P017,Round Container,500ML,1500,2.5,18,2.95,4.29,C028,Returning,Nashik,Maharashtra,O00604,2025-01-04,Direct,290,632,1,In Transit
P012,Storage Box,1000ML,1000,3.11,18,3.67,5.52,C097,New,Pune,Maharashtra,O00605,2025-02-25,Direct,1837,3791,6,On Time
P012,Storage Box,1000ML,1000,3.63,18,4.28,5.52,C122,New,Indore,Madhya Pradesh,O00606,2025-05-01,Direct,369,3849,6,In Transit
P004,Hinged Box,750ML,2000,3.47,18,4.09,5.04,C149,New,Bangalore,Karnataka,O00607,2025-07-15,Distributor,1098,4704,4,On Time
P011,Storage Box,750ML,1500,3.11,18,3.67,5.07,C197,Returning,Ahmedabad,Gujarat,O00608,2025-05-15,Direct,1605,2871,3,In Transit
P018,Round Container,750ML,1500,3.38,18,3.99,5.2,C188,Returning,Mumbai,Maharashtra,O00609,2025-06-26,Distributor,349,398,5,In Transit
P012,Storage Box,1000ML,1000,3.56,18,4.2,5.52,C052,Returning,Nashik,Maharashtra,O00610,2025-08-04,Direct,1781,3883,2,In Transit
P018,Round Container,750ML,500,2.71,18,3.2,4.4,C039,New,Mumbai,Maharashtra,O00611,2025-02-01,Distributor,1081,1064,3,In Transit
P020,Takeaway Box,1000ML,1500,4.05,18,4.78,6.24,C135,New,Aurangabad,Maharashtra,O00612,2025-09-24,Direct,862,1424,1,On Time
P014,Sauce Box,375ML,1500,2.33,18,2.75,3.51,C072,New,Pune,Maharashtra,O00613,2025-02-02,Direct,1256,723,4,Delayed
P002,Hinged Box,375ML,2000,2.01,18,2.37,3.64,C122,Returning,Nashik,Maharashtra,O00614,2025-03-04,Direct,820,3901,2,On Time
P003,Hinged Box,500ML,2000,2.5,18,2.95,4.2,C091,Returning,Ahmedabad,Gujarat,O00615,2025-03-25,Direct,467,4169,3,Delayed
P002,Hinged Box,375ML,1000,2.01,18,2.37,3.12,C064,Returning,Aurangabad,Maharashtra,O00616,2025-09-03,Direct,292,4432,1,In Transit
P004,Hinged Box,750ML,1000,2.85,18,3.36,4.32,C132,New,Hyderabad,Telangana,O00617,2025-03-10,Direct,489,1503,6,On Time
P003,Hinged Box,500ML,2000,2.61,18,3.08,4.2,C114,Returning,Hyderabad,Telangana,O00618,2025-07-19,Distributor,1529,944,1,Delayed
P008,Food Container,500ML,2000,2.73,18,3.22,4.34,C030,Returning,Delhi,Delhi,O00619,2025-05-02,Direct,514,2320,1,Delayed
P016,Square Box,750ML,1000,3.04,18,3.59,4.68,C103,Returning,Delhi,Delhi,O00620,2025-06-16,Distributor,788,115,5,In Transit
P013,Sauce Box,250ML,1000,1.72,18,2.03,2.76,C115,New,Ahmedabad,Gujarat,O00621,2025-10-22,Direct,1371,3512,5,On Time
P004,Hinged Box,750ML,1500,2.73,18,3.22,4.68,C199,New,Pune,Maharashtra,O00622,2025-06-30,Distributor,95,2763,2,Delayed
P007,Meal Box,750ML,2000,3.36,18,3.96,5.32,C065,New,Pune,Maharashtra,O00623,2025-08-30,Distributor,1182,3290,4,Delayed
P017,Round Container,500ML,1000,2.22,18,2.62,3.96,C150,New,Delhi,Delhi,O00624,2025-02-12,Direct,707,334,1,On Time
P012,Storage Box,1000ML,1500,3.69,18,4.35,5.98,C033,New,Nashik,Maharashtra,O00625,2025-10-12,Distributor,788,3129,1,On Time
P008,Food Container,500ML,1000,2.05,18,2.42,3.72,C056,Returning,Nagpur,Maharashtra,O00626,2025-07-28,Direct,1067,4247,6,Delayed
P009,Food Container,750ML,1000,3.08,18,3.63,4.44,C166,New,Nashik,Maharashtra,O00627,2025-03-06,Distributor,245,4995,1,On Time
P010,Food Container,1000ML,1000,3.57,18,4.21,5.28,C130,Returning,Delhi,Delhi,O00628,2025-11-12,Distributor,1206,3798,4,In Transit
P004,Hinged Box,750ML,1000,2.39,18,2.82,4.32,C188,New,Bangalore,Karnataka,O00629,2025-11-19,Direct,202,3777,5,On Time
P014,Sauce Box,375ML,1000,2.09,18,2.47,3.24,C142,Returning,Mumbai,Maharashtra,O00630,2025-09-21,Direct,1507,2644,3,On Time
P008,Food Container,500ML,1000,2.16,18,2.55,3.72,C147,New,Mumbai,Maharashtra,O00631,2025-09-24,Direct,272,2799,6,In Transit
P005,Hinged Box,1000ML,2000,4.11,18,4.85,5.88,C043,New,Nagpur,Maharashtra,O00632,2025-07-13,Distributor,1386,2675,6,In Transit
P013,Sauce Box,250ML,500,1.4,18,1.65,2.53,C017,New,Delhi,Delhi,O00633,2025-11-21,Distributor,403,4873,2,In Transit
P008,Food Container,500ML,1000,2.52,18,2.97,3.72,C177,Returning,Delhi,Delhi,O00634,2025-04-28,Direct,991,2952,1,On Time
P012,Storage Box,1000ML,1000,3.44,18,4.06,5.52,C147,New,Indore,Madhya Pradesh,O00635,2025-12-01,Direct,1052,3824,6,In Transit
P018,Round Container,750ML,2000,3.72,18,4.39,5.6,C101,New,Ahmedabad,Gujarat,O00636,2025-07-24,Distributor,821,30,2,Delayed
P011,Storage Box,750ML,1000,2.67,18,3.15,4.68,C125,Returning,Bangalore,Karnataka,O00637,2025-09-16,Direct,1479,2165,3,Delayed
P015,Square Box,500ML,1500,2.74,18,3.23,4.16,C089,Returning,Ahmedabad,Gujarat,O00638,2025-02-12,Direct,1218,786,6,Delayed
P014,Sauce Box,375ML,2000,2.42,18,2.86,3.78,C136,Returning,Aurangabad,Maharashtra,O00639,2025-05-06,Direct,1391,950,1,In Transit
P019,Takeaway Box,750ML,1500,2.98,18,3.52,5.33,C054,Returning,Mumbai,Maharashtra,O00640,2025-06-08,Direct,1608,1787,1,Delayed
P008,Food Container,500ML,1500,2.69,18,3.17,4.03,C029,Returning,Pune,Maharashtra,O00641,2025-10-21,Distributor,1810,686,2,Delayed
P011,Storage Box,750ML,1000,3.08,18,3.63,4.68,C082,Returning,Ahmedabad,Gujarat,O00642,2025-06-18,Direct,1516,2426,1,Delayed
P020,Takeaway Box,1000ML,2000,4.21,18,4.97,6.72,C034,New,Hyderabad,Telangana,O00643,2025-05-04,Distributor,1334,3338,1,Delayed
P015,Square Box,500ML,2000,3.12,18,3.68,4.48,C144,Returning,Aurangabad,Maharashtra,O00644,2025-10-14,Distributor,1761,1626,4,Delayed
P007,Meal Box,750ML,500,2.45,18,2.89,4.18,C122,Returning,Hyderabad,Telangana,O00645,2025-05-17,Direct,1339,4980,1,In Transit
P001,Hinged Box,250ML,1500,1.64,18,1.94,2.86,C049,New,Pune,Maharashtra,O00646,2025-12-16,Distributor,566,3700,2,On Time
P017,Round Container,500ML,1000,2.23,18,2.63,3.96,C121,New,Mumbai,Maharashtra,O00647,2025-11-05,Distributor,1205,3662,2,In Transit
P008,Food Container,500ML,1000,2.42,18,2.86,3.72,C143,New,Nashik,Maharashtra,O00648,2025-04-27,Direct,1009,3278,2,In Transit
P008,Food Container,500ML,1500,2.72,18,3.21,4.03,C087,Returning,Pune,Maharashtra,O00649,2025-11-10,Direct,1919,3396,6,Delayed
P016,Square Box,750ML,1500,3.35,18,3.95,5.07,C194,Returning,Delhi,Delhi,O00650,2025-01-16,Direct,506,1545,6,In Transit
P015,Square Box,500ML,1000,2.47,18,2.91,3.84,C107,Returning,Delhi,Delhi,O00651,2025-06-17,Distributor,306,4417,3,On Time
P009,Food Container,750ML,1500,3.24,18,3.82,4.81,C182,Returning,Aurangabad,Maharashtra,O00652,2025-03-29,Distributor,1042,941,2,In Transit
P006,Meal Box,500ML,2000,2.59,18,3.06,4.48,C073,New,Ahmedabad,Gujarat,O00653,2025-09-05,Distributor,1416,1717,6,In Transit
P004,Hinged Box,750ML,1500,2.61,18,3.08,4.68,C123,Returning,Delhi,Delhi,O00654,2025-12-30,Direct,51,437,1,On Time
P017,Round Container,500ML,500,2.26,18,2.67,3.63,C139,New,Delhi,Delhi,O00655,2025-02-24,Direct,1281,4611,4,Delayed
P012,Storage Box,1000ML,2000,3.93,18,4.64,6.44,C125,New,Hyderabad,Telangana,O00656,2025-03-14,Direct,1002,2219,6,On Time
P011,Storage Box,750ML,1000,2.99,18,3.53,4.68,C108,Returning,Indore,Madhya Pradesh,O00657,2025-03-22,Direct,119,3944,5,Delayed
P002,Hinged Box,375ML,2000,2.31,18,2.73,3.64,C022,New,Pune,Maharashtra,O00658,2025-06-28,Distributor,1863,263,3,Delayed
P007,Meal Box,750ML,2000,3.66,18,4.32,5.32,C134,Returning,Pune,Maharashtra,O00659,2025-07-09,Distributor,1634,2470,1,Delayed
P013,Sauce Box,250ML,2000,2.11,18,2.49,3.22,C143,New,Mumbai,Maharashtra,O00660,2025-03-11,Distributor,61,3294,4,In Transit
P005,Hinged Box,1000ML,2000,3.94,18,4.65,5.88,C109,New,Nashik,Maharashtra,O00661,2025-06-19,Distributor,654,3646,1,Delayed
P017,Round Container,500ML,2000,3.02,18,3.56,4.62,C144,New,Aurangabad,Maharashtra,O00662,2025-01-11,Direct,969,1037,2,Delayed
P005,Hinged Box,1000ML,500,2.95,18,3.48,4.62,C121,Returning,Aurangabad,Maharashtra,O00663,2025-05-30,Distributor,437,3821,4,On Time
P008,Food Container,500ML,1500,2.45,18,2.89,4.03,C150,New,Mumbai,Maharashtra,O00664,2025-05-05,Direct,1312,797,2,Delayed
P014,Sauce Box,375ML,2000,2.39,18,2.82,3.78,C067,New,Aurangabad,Maharashtra,O00665,2025-09-16,Direct,1311,3273,5,In Transit
